shipping_id,order_id,shipping_date,return_date,shipping_provider,shipping_status
1799,1799,08-10-2024,,Amazon Logistics,Delivered
1800,1800,10-12-2024,,India Post,Pending
1801,1801,14-06-2023,,Amazon Logistics,Delivered
1802,1802,07-12-2023,,Delhivery,Delivered
1803,1803,02-01-2023,,Xpressbees,Delivered
1804,1804,,,,Cancelled
1805,1805,,,,Cancelled
1806,1806,14-02-2025,,Xpressbees,Delivered
1807,1807,06-07-2025,,India Post,In Transit
1808,1808,22-09-2024,,Ekart,Delivered
1809,1809,15-12-2023,,Ekart,Delivered
1810,1810,24-03-2025,,India Post,Delivered
1811,1811,14-07-2023,,India Post,In Transit
1812,1812,21-04-2023,,India Post,Delivered
1813,1813,30-05-2024,,Delhivery,Pending
1814,1814,01-01-2026,,Ekart,Pending
1815,1815,21-10-2025,,Amazon Logistics,Delivered
1816,1816,07-06-2023,,Bluedart,Delivered
1817,1817,08-10-2025,,Xpressbees,Delivered
1818,1818,06-02-2024,19-02-2024,Bluedart,Returned
1819,1819,20-12-2023,,Bluedart,Pending
1820,1820,20-06-2025,,Delhivery,Delivered
1821,1821,14-05-2024,,Delhivery,Delivered
1822,1822,,,,Cancelled
1823,1823,18-04-2024,,DTDC,Pending
1824,1824,29-05-2025,,DTDC,Pending
1825,1825,11-09-2025,,Delhivery,Pending
1826,1826,03-05-2024,,Delhivery,Delivered
1827,1827,04-02-2023,15-02-2023,DTDC,Returned
1828,1828,24-10-2023,,Bluedart,Delivered
1829,1829,06-04-2024,,Amazon Logistics,Delivered
1830,1830,30-06-2023,,Delhivery,Delivered
1831,1831,21-11-2024,,Delhivery,Delivered
1832,1832,28-06-2024,,DTDC,Delivered
1833,1833,02-06-2023,,DTDC,Delivered
1834,1834,16-10-2023,26-10-2023,Delhivery,Returned
1835,1835,28-07-2025,,Delhivery,In Transit
1836,1836,29-04-2024,,Amazon Logistics,In Transit
1837,1837,05-02-2023,,DTDC,Delivered
1838,1838,13-11-2024,,India Post,Delivered
1839,1839,11-06-2025,,India Post,In Transit
1840,1840,,,,Cancelled
1841,1841,18-11-2025,,Bluedart,In Transit
1842,1842,16-12-2024,,Bluedart,Pending
1843,1843,,,,Cancelled
1844,1844,06-01-2024,15-01-2024,Ekart,Returned
1845,1845,08-07-2025,,Xpressbees,Delivered
1846,1846,22-01-2024,,Amazon Logistics,Pending
1847,1847,18-07-2024,,Amazon Logistics,Delivered
1848,1848,03-08-2025,,Amazon Logistics,Pending
1849,1849,28-02-2025,05-03-2025,India Post,Returned
1850,1850,02-11-2025,,Bluedart,Delivered
1851,1851,19-10-2024,,India Post,Delivered
1852,1852,,,,Cancelled
1853,1853,13-12-2025,,Delhivery,Delivered
1854,1854,03-05-2024,,India Post,In Transit
1855,1855,06-03-2023,11-03-2023,Amazon Logistics,Returned
1856,1856,13-11-2024,,Delhivery,Delivered
1857,1857,09-03-2023,,Bluedart,In Transit
1858,1858,30-12-2023,,Delhivery,In Transit
1859,1859,01-06-2024,16-06-2024,Xpressbees,Returned
1860,1860,05-08-2025,,Delhivery,Delivered
1861,1861,28-12-2024,,DTDC,Delivered
1862,1862,05-10-2023,,India Post,In Transit
1863,1863,14-03-2025,,DTDC,Delivered
1864,1864,01-12-2024,,DTDC,In Transit
1865,1865,,,,Cancelled
1866,1866,21-09-2025,05-10-2025,Bluedart,Returned
1867,1867,13-12-2023,,Bluedart,Delivered
1868,1868,,,,Cancelled
1869,1869,01-08-2023,,Bluedart,Delivered
1870,1870,13-03-2025,,DTDC,Delivered
1871,1871,01-10-2025,09-10-2025,India Post,Returned
1872,1872,,,,Cancelled
1873,1873,28-09-2025,,Bluedart,Delivered
1874,1874,17-01-2023,,Delhivery,Delivered
1875,1875,16-11-2025,,Ekart,Pending
1876,1876,20-09-2025,,India Post,Delivered
1877,1877,07-12-2025,,Xpressbees,Delivered
1878,1878,,,,Cancelled
1879,1879,10-03-2024,,Xpressbees,Delivered
1880,1880,29-10-2024,,Xpressbees,Delivered
1881,1881,04-11-2024,,DTDC,Delivered
1882,1882,24-03-2024,,India Post,Delivered
1883,1883,14-05-2025,,Xpressbees,Delivered
1884,1884,,,,Cancelled
1885,1885,07-04-2023,,Ekart,In Transit
1886,1886,04-11-2023,,Delhivery,Delivered
1887,1887,18-03-2023,,Xpressbees,Pending
1888,1888,26-02-2025,,Ekart,Pending
1889,1889,05-05-2023,,Amazon Logistics,Delivered
1890,1890,15-07-2024,,Amazon Logistics,Delivered
1891,1891,,,,Cancelled
1892,1892,,,,Cancelled
1893,1893,,,,Cancelled
1894,1894,04-11-2025,,Bluedart,Pending
1895,1895,28-07-2024,,Amazon Logistics,Delivered
1896,1896,,,,Cancelled
1897,1897,28-07-2024,09-08-2024,Delhivery,Returned
1898,1898,17-01-2025,,Amazon Logistics,In Transit
1899,1899,02-01-2024,,Amazon Logistics,In Transit
1900,1900,,,,Cancelled
1901,1901,27-02-2023,,DTDC,Delivered
1902,1902,,,,Cancelled
1903,1903,17-04-2024,,Bluedart,Delivered
1904,1904,,,,Cancelled
1905,1905,,,,Cancelled
1906,1906,30-11-2024,,Delhivery,Delivered
1907,1907,22-05-2025,,Delhivery,In Transit
1908,1908,15-09-2024,20-09-2024,Ekart,Returned
1909,1909,03-03-2025,,India Post,Pending
1910,1910,01-04-2024,,Ekart,Pending
1911,1911,24-08-2024,,Amazon Logistics,Delivered
1912,1912,26-09-2023,,Delhivery,Delivered
1913,1913,28-01-2025,,Bluedart,Delivered
1914,1914,16-12-2025,,Amazon Logistics,Delivered
1915,1915,04-10-2023,,India Post,Delivered
1916,1916,15-02-2024,,Delhivery,In Transit
1917,1917,12-07-2023,,Amazon Logistics,Delivered
1918,1918,09-07-2023,18-07-2023,Ekart,Returned
1919,1919,26-06-2024,,Xpressbees,Delivered
1920,1920,10-08-2025,,Ekart,Delivered
1921,1921,28-08-2025,,DTDC,Delivered
1922,1922,,,,Cancelled
1923,1923,11-09-2025,,India Post,In Transit
1924,1924,14-01-2025,,India Post,Delivered
1925,1925,18-02-2025,,Xpressbees,Delivered
1926,1926,02-11-2024,,Amazon Logistics,Delivered
1927,1927,14-11-2025,,Bluedart,Delivered
1928,1928,02-08-2023,,DTDC,Delivered
1929,1929,22-06-2025,,Bluedart,Delivered
1930,1930,12-05-2023,,Bluedart,Delivered
1931,1931,30-06-2025,,Bluedart,Delivered
1932,1932,04-03-2023,,Delhivery,Delivered
1933,1933,17-11-2023,,Ekart,Delivered
1934,1934,31-07-2023,,India Post,Delivered
1935,1935,13-09-2024,,Bluedart,Delivered
1936,1936,,,,Cancelled
1937,1937,,,,Cancelled
1938,1938,27-09-2024,,India Post,Delivered
1939,1939,30-09-2025,,Amazon Logistics,Delivered
1940,1940,28-11-2023,,Xpressbees,Delivered
1941,1941,13-02-2023,,Ekart,In Transit
1942,1942,18-10-2025,,DTDC,Pending
1943,1943,21-06-2025,,Bluedart,Delivered
1944,1944,22-06-2025,,Bluedart,Delivered
1945,1945,14-11-2024,,Amazon Logistics,Pending
1946,1946,18-12-2025,,Delhivery,Delivered
1947,1947,04-10-2025,,Delhivery,Delivered
1948,1948,27-09-2023,,Ekart,Delivered
1949,1949,08-10-2023,,India Post,Delivered
1950,1950,25-01-2024,,Ekart,Delivered
1951,1951,29-06-2024,,India Post,Pending
1952,1952,02-12-2025,,Amazon Logistics,Pending
1953,1953,,,,Cancelled
1954,1954,16-01-2024,24-01-2024,Ekart,Returned
1955,1955,08-05-2023,,Amazon Logistics,Delivered
1956,1956,28-07-2024,03-08-2024,Amazon Logistics,Returned
1957,1957,22-06-2023,,DTDC,Pending
1958,1958,22-05-2023,,DTDC,Delivered
1959,1959,15-07-2023,,DTDC,Delivered
1960,1960,19-12-2024,,Amazon Logistics,In Transit
1961,1961,17-02-2024,,India Post,Delivered
1962,1962,30-04-2023,03-05-2023,Ekart,Returned
1963,1963,25-08-2025,,Ekart,Pending
1964,1964,14-07-2023,26-07-2023,Ekart,Returned
1965,1965,15-04-2023,,DTDC,Delivered
1966,1966,05-03-2024,,DTDC,Pending
1967,1967,21-04-2025,,India Post,Delivered
1968,1968,29-08-2023,,Amazon Logistics,Delivered
1969,1969,27-02-2025,,India Post,Delivered
1970,1970,07-01-2024,,India Post,Delivered
1971,1971,08-07-2025,,Delhivery,Pending
1972,1972,29-05-2024,,Xpressbees,Delivered
1973,1973,21-03-2023,,Delhivery,Delivered
1974,1974,06-06-2025,,Amazon Logistics,Delivered
1975,1975,30-01-2023,,Bluedart,In Transit
1976,1976,03-12-2025,,DTDC,In Transit
1977,1977,28-12-2023,,Amazon Logistics,In Transit
1978,1978,18-02-2023,,Delhivery,Delivered
1979,1979,,,,Cancelled
1980,1980,06-10-2023,,Delhivery,In Transit
1981,1981,09-02-2025,,Ekart,Delivered
1982,1982,24-01-2025,,DTDC,Delivered
1983,1983,,,,Cancelled
1984,1984,22-09-2023,,Ekart,Delivered
1985,1985,15-04-2024,,Delhivery,Delivered
1986,1986,,,,Cancelled
1987,1987,01-11-2024,06-11-2024,Ekart,Returned
1988,1988,21-09-2024,,Bluedart,Delivered
1989,1989,20-06-2024,,Xpressbees,Delivered
1990,1990,21-10-2023,02-11-2023,Ekart,Returned
1991,1991,14-09-2023,,Ekart,Delivered
1992,1992,13-09-2025,,Ekart,Pending
1993,1993,28-07-2024,,Delhivery,Delivered
1994,1994,01-07-2025,15-07-2025,Delhivery,Returned
1995,1995,17-02-2023,,Amazon Logistics,Delivered
1996,1996,18-09-2023,,Ekart,Delivered
1997,1997,04-12-2024,,Amazon Logistics,Delivered
1998,1998,17-01-2023,,India Post,Delivered
1999,1999,30-05-2024,,Delhivery,Delivered
2000,2000,14-01-2025,,Delhivery,Pending
2001,2001,29-01-2025,,Delhivery,Delivered
2002,2002,,,,Cancelled
2003,2003,02-02-2025,,Xpressbees,Delivered
2004,2004,24-05-2024,,Ekart,Delivered
2005,2005,11-10-2023,24-10-2023,Xpressbees,Returned
2006,2006,09-01-2023,,India Post,Delivered
2007,2007,02-09-2023,,Amazon Logistics,Delivered
2008,2008,01-03-2024,,Delhivery,Delivered
2009,2009,28-07-2023,,Ekart,In Transit
2010,2010,08-07-2023,12-07-2023,India Post,Returned
2011,2011,24-11-2025,,Bluedart,Delivered
2012,2012,25-11-2025,,India Post,Pending
2013,2013,10-08-2023,,Ekart,Delivered
2014,2014,13-08-2023,,DTDC,Pending
2015,2015,26-06-2023,,Amazon Logistics,Delivered
2016,2016,21-04-2025,,India Post,Delivered
2017,2017,,,,Cancelled
2018,2018,,,,Cancelled
2019,2019,25-12-2025,,DTDC,In Transit
2020,2020,17-02-2024,,DTDC,Delivered
2021,2021,11-02-2024,23-02-2024,Bluedart,Returned
2022,2022,,,,Cancelled
2023,2023,09-07-2025,,Delhivery,In Transit
2024,2024,15-10-2025,,Delhivery,Delivered
2025,2025,14-01-2023,,Bluedart,Delivered
2026,2026,05-04-2025,,Delhivery,In Transit
2027,2027,19-06-2025,,Delhivery,Delivered
2028,2028,14-06-2023,,Bluedart,Delivered
2029,2029,11-12-2025,,Bluedart,Pending
2030,2030,11-02-2023,,India Post,In Transit
2031,2031,10-04-2025,,Ekart,Delivered
2032,2032,29-09-2024,,Ekart,Delivered
2033,2033,21-05-2023,,India Post,Pending
2034,2034,22-09-2025,,Xpressbees,In Transit
2035,2035,23-03-2023,,DTDC,Delivered
2036,2036,21-05-2023,,DTDC,Delivered
2037,2037,,,,Cancelled
2038,2038,22-12-2023,,Amazon Logistics,Delivered
2039,2039,06-09-2024,,Xpressbees,Pending
2040,2040,08-04-2024,,DTDC,Pending
2041,2041,19-06-2025,27-06-2025,Amazon Logistics,Returned
2042,2042,25-08-2024,08-09-2024,Amazon Logistics,Returned
2043,2043,26-07-2023,,Amazon Logistics,Pending
2044,2044,13-08-2024,,Xpressbees,Pending
2045,2045,30-06-2024,,DTDC,Delivered
2046,2046,25-10-2024,,Amazon Logistics,Delivered
2047,2047,22-11-2025,,India Post,Delivered
2048,2048,04-07-2025,,India Post,In Transit
2049,2049,08-12-2023,,Ekart,Delivered
2050,2050,17-03-2024,,India Post,Pending
2051,2051,20-12-2023,01-01-2024,India Post,Returned
2052,2052,27-04-2023,,Bluedart,In Transit
2053,2053,18-07-2023,,Delhivery,Delivered
2054,2054,27-01-2025,,Bluedart,Pending
2055,2055,30-10-2023,,Xpressbees,Pending
2056,2056,19-02-2023,,Delhivery,In Transit
2057,2057,10-11-2025,15-11-2025,Delhivery,Returned
2058,2058,19-06-2024,,India Post,Delivered
2059,2059,,,,Cancelled
2060,2060,09-12-2025,,India Post,Pending
2061,2061,06-11-2025,,Delhivery,Delivered
2062,2062,23-12-2023,,Bluedart,In Transit
2063,2063,,,,Cancelled
2064,2064,31-08-2025,,Amazon Logistics,Delivered
2065,2065,20-02-2025,25-02-2025,Delhivery,Returned
2066,2066,08-07-2023,,DTDC,Pending
2067,2067,08-07-2024,18-07-2024,Delhivery,Returned
2068,2068,02-11-2025,07-11-2025,Delhivery,Returned
2069,2069,06-09-2025,,DTDC,Delivered
2070,2070,31-12-2024,,DTDC,In Transit
2071,2071,,,,Cancelled
2072,2072,26-05-2025,,Ekart,Delivered
2073,2073,02-01-2024,,DTDC,Delivered
2074,2074,15-11-2024,,Amazon Logistics,Delivered
2075,2075,05-08-2025,,Amazon Logistics,In Transit
2076,2076,08-04-2023,21-04-2023,DTDC,Returned
2077,2077,25-02-2025,,Bluedart,In Transit
2078,2078,31-05-2025,,Delhivery,Pending
2079,2079,17-11-2025,,Ekart,Delivered
2080,2080,,,,Cancelled
2081,2081,01-08-2023,,Bluedart,Delivered
2082,2082,03-01-2025,,Amazon Logistics,In Transit
2083,2083,19-09-2023,,Xpressbees,Delivered
2084,2084,02-07-2024,,Amazon Logistics,Delivered
2085,2085,28-03-2023,,Amazon Logistics,In Transit
2086,2086,25-03-2025,,Xpressbees,Pending
2087,2087,24-05-2023,,DTDC,Delivered
2088,2088,03-07-2023,,DTDC,Delivered
2089,2089,24-08-2023,,India Post,Delivered
2090,2090,25-02-2024,,Delhivery,Delivered
2091,2091,13-03-2024,,Xpressbees,Delivered
2092,2092,03-12-2024,,DTDC,Delivered
2093,2093,06-06-2024,,Amazon Logistics,Delivered
2094,2094,04-04-2025,,Delhivery,Delivered
2095,2095,09-01-2025,,Bluedart,Pending
2096,2096,25-10-2023,,Ekart,Delivered
2097,2097,29-05-2025,,Bluedart,Delivered
2098,2098,18-08-2024,24-08-2024,Bluedart,Returned
2099,2099,07-04-2025,,DTDC,Pending
2100,2100,18-05-2023,,Amazon Logistics,In Transit
2101,2101,01-04-2023,,Ekart,Delivered
2102,2102,01-04-2025,,Delhivery,Delivered
2103,2103,20-07-2023,,Ekart,Pending
2104,2104,12-07-2024,,Delhivery,Delivered
2105,2105,13-04-2024,,Ekart,Delivered
2106,2106,20-03-2025,04-04-2025,Delhivery,Returned
2107,2107,26-05-2024,,Ekart,Pending
2108,2108,01-10-2024,,Ekart,In Transit
2109,2109,06-07-2023,,Amazon Logistics,In Transit
2110,2110,05-10-2024,,Delhivery,Delivered
2111,2111,06-10-2023,,Bluedart,Pending
2112,2112,11-01-2025,,Amazon Logistics,Delivered
2113,2113,21-12-2024,,Bluedart,Pending
2114,2114,12-06-2023,,Delhivery,Delivered
2115,2115,,,,Cancelled
2116,2116,29-05-2024,,Xpressbees,Delivered
2117,2117,,,,Cancelled
2118,2118,28-04-2023,,Ekart,Delivered
2119,2119,14-04-2023,,Amazon Logistics,In Transit
2120,2120,08-10-2023,,Bluedart,In Transit
2121,2121,03-01-2024,07-01-2024,Delhivery,Returned
2122,2122,08-02-2025,20-02-2025,Ekart,Returned
2123,2123,07-06-2025,,Bluedart,Delivered
2124,2124,05-11-2024,,Delhivery,Delivered
2125,2125,04-02-2023,19-02-2023,Xpressbees,Returned
2126,2126,,,,Cancelled
2127,2127,,,,Cancelled
2128,2128,30-03-2024,,Ekart,Delivered
2129,2129,,,,Cancelled
2130,2130,14-06-2024,,Amazon Logistics,Delivered
2131,2131,16-01-2024,,Delhivery,In Transit
2132,2132,,,,Cancelled
2133,2133,12-12-2024,,DTDC,Delivered
2134,2134,26-05-2025,,Amazon Logistics,Delivered
2135,2135,27-12-2023,,India Post,Delivered
2136,2136,17-07-2025,,India Post,Pending
2137,2137,,,,Cancelled
2138,2138,19-05-2023,,Bluedart,Delivered
2139,2139,12-06-2023,,Delhivery,Delivered
2140,2140,13-07-2023,,India Post,In Transit
2141,2141,31-12-2025,,Bluedart,Delivered
2142,2142,17-01-2023,,Ekart,Delivered
2143,2143,02-09-2025,,Amazon Logistics,Pending
2144,2144,11-10-2025,,Ekart,Delivered
2145,2145,24-12-2023,,Ekart,Delivered
2146,2146,15-07-2024,23-07-2024,Amazon Logistics,Returned
2147,2147,25-06-2024,,Delhivery,Delivered
2148,2148,31-10-2023,,Bluedart,Delivered
2149,2149,27-02-2024,,Xpressbees,Delivered
2150,2150,09-09-2025,15-09-2025,Bluedart,Returned
2151,2151,12-12-2024,,India Post,Delivered
2152,2152,,,,Cancelled
2153,2153,29-06-2024,,DTDC,In Transit
2154,2154,22-09-2023,,India Post,Delivered
2155,2155,,,,Cancelled
2156,2156,08-07-2024,18-07-2024,Xpressbees,Returned
2157,2157,10-06-2024,,DTDC,In Transit
2158,2158,16-08-2025,,India Post,Delivered
2159,2159,10-06-2023,,DTDC,Delivered
2160,2160,16-11-2023,,Delhivery,Pending
2161,2161,27-06-2023,07-07-2023,Delhivery,Returned
2162,2162,03-03-2024,,Bluedart,Delivered
2163,2163,01-10-2025,,Delhivery,Delivered
2164,2164,18-02-2025,,Amazon Logistics,Pending
2165,2165,30-12-2024,,Ekart,Delivered
2166,2166,19-05-2023,,India Post,Delivered
2167,2167,10-06-2024,,Delhivery,Delivered
2168,2168,03-03-2025,,Ekart,Delivered
2169,2169,03-07-2024,,Amazon Logistics,Delivered
2170,2170,19-09-2024,,Bluedart,Delivered
2171,2171,21-11-2025,,Delhivery,Pending
2172,2172,01-09-2025,,Amazon Logistics,Delivered
2173,2173,22-05-2025,,Delhivery,In Transit
2174,2174,07-06-2024,,Ekart,In Transit
2175,2175,25-06-2024,,Bluedart,Delivered
2176,2176,01-01-2026,,Ekart,Pending
2177,2177,24-03-2024,,Amazon Logistics,Delivered
2178,2178,02-02-2023,,Ekart,Delivered
2179,2179,31-10-2023,,Bluedart,In Transit
2180,2180,05-03-2025,,India Post,Delivered
2181,2181,06-05-2023,,Bluedart,Pending
2182,2182,03-10-2023,,DTDC,In Transit
2183,2183,10-07-2025,17-07-2025,Amazon Logistics,Returned
2184,2184,22-04-2024,05-05-2024,Delhivery,Returned
2185,2185,03-06-2024,,Ekart,Delivered
2186,2186,27-02-2024,,India Post,Pending
2187,2187,04-12-2023,,Bluedart,Delivered
2188,2188,04-08-2023,,Delhivery,Pending
2189,2189,05-03-2023,,Ekart,Delivered
2190,2190,22-12-2023,,India Post,Delivered
2191,2191,11-03-2024,,Bluedart,Delivered
2192,2192,06-04-2023,,Delhivery,Delivered
2193,2193,19-04-2024,,Delhivery,Delivered
2194,2194,12-05-2023,,Ekart,Pending
2195,2195,11-06-2025,,Ekart,Delivered
2196,2196,08-03-2023,,India Post,Pending
2197,2197,06-03-2025,,DTDC,Delivered
2198,2198,01-09-2024,11-09-2024,India Post,Returned
2199,2199,13-07-2023,,Ekart,Delivered
2200,2200,19-08-2024,,India Post,Delivered
2201,2201,13-11-2025,,Ekart,In Transit
2202,2202,17-05-2025,,DTDC,Delivered
2203,2203,,,,Cancelled
2204,2204,22-07-2023,,Amazon Logistics,Delivered
2205,2205,05-02-2023,,India Post,Delivered
2206,2206,,,,Cancelled
2207,2207,,,,Cancelled
2208,2208,12-02-2023,17-02-2023,Ekart,Returned
2209,2209,14-03-2025,,Xpressbees,Delivered
2210,2210,,,,Cancelled
2211,2211,09-09-2024,,Bluedart,Delivered
2212,2212,,,,Cancelled
2213,2213,29-07-2023,,Amazon Logistics,In Transit
2214,2214,21-08-2025,,India Post,Delivered
2215,2215,26-01-2025,08-02-2025,Xpressbees,Returned
2216,2216,23-02-2024,,Amazon Logistics,Delivered
2217,2217,17-02-2025,01-03-2025,Ekart,Returned
2218,2218,24-11-2023,,Delhivery,Pending
2219,2219,06-02-2023,13-02-2023,DTDC,Returned
2220,2220,02-12-2025,,Xpressbees,Pending
2221,2221,,,,Cancelled
2222,2222,31-05-2025,,Amazon Logistics,Pending
2223,2223,11-06-2023,,India Post,Delivered
2224,2224,03-05-2024,,Delhivery,Delivered
2225,2225,03-10-2023,,Amazon Logistics,Pending
2226,2226,09-12-2025,,India Post,Delivered
2227,2227,12-09-2024,,Xpressbees,Delivered
2228,2228,26-01-2025,,DTDC,Pending
2229,2229,,,,Cancelled
2230,2230,04-09-2023,,Delhivery,Pending
2231,2231,20-08-2024,,Ekart,Pending
2232,2232,31-08-2024,,Xpressbees,Delivered
2233,2233,06-06-2023,,DTDC,Delivered
2234,2234,30-07-2024,04-08-2024,DTDC,Returned
2235,2235,14-10-2023,,DTDC,Delivered
2236,2236,03-12-2023,,India Post,Pending
2237,2237,19-11-2024,,Amazon Logistics,Delivered
2238,2238,,,,Cancelled
2239,2239,,,,Cancelled
2240,2240,25-08-2024,,DTDC,Delivered
2241,2241,19-10-2024,,Ekart,Delivered
2242,2242,,,,Cancelled
2243,2243,17-10-2025,,DTDC,Delivered
2244,2244,14-04-2023,,DTDC,Delivered
2245,2245,03-12-2024,,Bluedart,Delivered
2246,2246,01-08-2025,,Ekart,Delivered
2247,2247,29-07-2024,,DTDC,Delivered
2248,2248,03-11-2024,,DTDC,Delivered
2249,2249,07-07-2023,,Delhivery,Delivered
2250,2250,27-11-2023,,Ekart,Delivered
2251,2251,09-07-2023,,Amazon Logistics,Delivered
2252,2252,10-03-2025,,Amazon Logistics,Delivered
2253,2253,,,,Cancelled
2254,2254,,,,Cancelled
2255,2255,07-01-2023,,India Post,Delivered
2256,2256,27-06-2023,01-07-2023,Bluedart,Returned
2257,2257,16-06-2023,,Bluedart,Delivered
2258,2258,25-06-2025,,Bluedart,Delivered
2259,2259,14-02-2024,,Xpressbees,Pending
2260,2260,,,,Cancelled
2261,2261,02-02-2023,,Xpressbees,In Transit
2262,2262,02-07-2023,,India Post,In Transit
2263,2263,04-11-2024,,India Post,Delivered
2264,2264,09-12-2025,,Xpressbees,Delivered
2265,2265,27-04-2025,,India Post,In Transit
2266,2266,26-07-2024,09-08-2024,India Post,Returned
2267,2267,02-07-2023,,DTDC,Pending
2268,2268,21-02-2024,,Amazon Logistics,Delivered
2269,2269,16-03-2024,,Bluedart,In Transit
2270,2270,,,,Cancelled
2271,2271,07-04-2025,,Amazon Logistics,Delivered
2272,2272,,,,Cancelled
2273,2273,17-06-2025,,Delhivery,Delivered
2274,2274,26-11-2024,,Bluedart,Delivered
2275,2275,12-04-2025,18-04-2025,DTDC,Returned
2276,2276,26-03-2023,,DTDC,Delivered
2277,2277,27-03-2024,,Amazon Logistics,Delivered
2278,2278,14-09-2024,,India Post,Delivered
2279,2279,23-02-2025,,Bluedart,Delivered
2280,2280,13-04-2023,,DTDC,Delivered
2281,2281,05-07-2025,,Xpressbees,Delivered
2282,2282,,,,Cancelled
2283,2283,24-12-2024,04-01-2025,Xpressbees,Returned
2284,2284,27-11-2023,,DTDC,Delivered
2285,2285,,,,Cancelled
2286,2286,30-10-2024,,DTDC,Pending
2287,2287,29-09-2024,,Ekart,Delivered
2288,2288,27-04-2024,,DTDC,Delivered
2289,2289,07-08-2025,,Bluedart,Delivered
2290,2290,13-02-2023,,Amazon Logistics,In Transit
2291,2291,05-07-2025,,India Post,Delivered
2292,2292,,,,Cancelled
2293,2293,25-04-2024,,Bluedart,Delivered
2294,2294,03-01-2024,,Xpressbees,Delivered
2295,2295,,,,Cancelled
2296,2296,06-05-2023,14-05-2023,Amazon Logistics,Returned
2297,2297,17-04-2023,,Delhivery,Delivered
2298,2298,,,,Cancelled
2299,2299,,,,Cancelled
2300,2300,11-03-2023,,Delhivery,Delivered
2301,2301,09-10-2025,,Delhivery,Delivered
2302,2302,24-09-2023,,Amazon Logistics,Delivered
2303,2303,29-12-2024,,Bluedart,Delivered
2304,2304,16-05-2023,25-05-2023,DTDC,Returned
2305,2305,13-08-2024,,Delhivery,Delivered
2306,2306,26-02-2024,,India Post,In Transit
2307,2307,17-12-2024,,Xpressbees,Delivered
2308,2308,01-06-2025,,DTDC,In Transit
2309,2309,13-05-2023,,DTDC,In Transit
2310,2310,17-07-2023,,India Post,Delivered
2311,2311,,,,Cancelled
2312,2312,,,,Cancelled
2313,2313,06-03-2025,,Bluedart,Delivered
2314,2314,19-04-2025,,DTDC,Delivered
2315,2315,10-02-2023,14-02-2023,Bluedart,Returned
2316,2316,02-05-2023,17-05-2023,Amazon Logistics,Returned
2317,2317,23-06-2025,,Delhivery,Delivered
2318,2318,11-05-2024,,India Post,In Transit
2319,2319,16-09-2023,,DTDC,In Transit
2320,2320,21-09-2024,,Delhivery,Delivered
2321,2321,07-01-2023,,DTDC,Pending
2322,2322,,,,Cancelled
2323,2323,,,,Cancelled
2324,2324,24-01-2023,,India Post,Delivered
2325,2325,20-02-2025,,DTDC,Delivered
2326,2326,16-03-2025,,Bluedart,Delivered
2327,2327,31-07-2025,,Amazon Logistics,Delivered
2328,2328,09-05-2023,,Amazon Logistics,Delivered
2329,2329,,,,Cancelled
2330,2330,18-07-2023,,DTDC,Delivered
2331,2331,,,,Cancelled
2332,2332,16-05-2024,23-05-2024,Delhivery,Returned
2333,2333,13-11-2025,,Xpressbees,Delivered
2334,2334,09-11-2023,19-11-2023,Amazon Logistics,Returned
2335,2335,20-03-2025,,Bluedart,Delivered
2336,2336,19-01-2023,,DTDC,Pending
2337,2337,,,,Cancelled
2338,2338,19-01-2024,02-02-2024,DTDC,Returned
2339,2339,03-10-2024,,India Post,Delivered
2340,2340,20-04-2024,,Xpressbees,Delivered
2341,2341,,,,Cancelled
2342,2342,29-12-2024,,Amazon Logistics,Delivered
2343,2343,11-06-2024,,DTDC,Delivered
2344,2344,18-09-2023,,India Post,Delivered
2345,2345,10-07-2023,,Xpressbees,Delivered
2346,2346,15-01-2023,22-01-2023,Xpressbees,Returned
2347,2347,12-12-2023,,DTDC,Delivered
2348,2348,24-05-2023,,Xpressbees,Delivered
2349,2349,,,,Cancelled
2350,2350,14-07-2023,,India Post,Delivered
2351,2351,,,,Cancelled
2352,2352,13-11-2024,,Bluedart,Delivered
2353,2353,04-10-2024,,DTDC,Delivered
2354,2354,13-07-2023,,Bluedart,Delivered
2355,2355,18-04-2023,,Amazon Logistics,Pending
2356,2356,03-01-2026,13-01-2026,India Post,Returned
2357,2357,16-11-2023,,Amazon Logistics,Pending
2358,2358,,,,Cancelled
2359,2359,30-09-2024,,Ekart,Delivered
2360,2360,15-12-2023,,Bluedart,Delivered
2361,2361,23-04-2023,,Ekart,Delivered
2362,2362,29-08-2024,,DTDC,Delivered
2363,2363,08-10-2023,,Amazon Logistics,In Transit
2364,2364,04-07-2023,,Bluedart,Pending
2365,2365,27-07-2024,,Xpressbees,Delivered
2366,2366,21-05-2023,,Bluedart,Delivered
2367,2367,26-01-2023,,Delhivery,Delivered
2368,2368,16-03-2023,,Xpressbees,In Transit
2369,2369,06-11-2023,,Bluedart,Delivered
2370,2370,20-06-2025,,Ekart,Delivered
2371,2371,05-08-2023,,Amazon Logistics,Delivered
2372,2372,27-03-2023,,Ekart,Delivered
2373,2373,08-05-2025,23-05-2025,Xpressbees,Returned
2374,2374,06-06-2024,,India Post,Delivered
2375,2375,02-05-2023,,Ekart,Delivered
2376,2376,,,,Cancelled
2377,2377,28-03-2025,,Xpressbees,Delivered
2378,2378,02-10-2023,,Amazon Logistics,Delivered
